2.778722643852233887e-01,-9.269713163375854492e-01,-6.655423045158386230e-01,-1.434140503406524658e-01,8.715066909790039062e-01,1.079224348068237305e+00,-1.927465081214904785e+00,9.130890369415283203e-01,8.488853573799133301e-01,1.037004113197326660e+00
-4.769647717475891113e-01,-4.121741950511932373e-01,-3.657555878162384033e-01,-1.789672225713729858e-01,6.789256930351257324e-01,1.000987052917480469e+00,-2.093599081039428711e+00,-1.158381178975105286e-01,-1.750990152359008789e+00,2.747571766376495361e-01
-6.081800460815429688e-01,-1.379425972700119019e-01,-5.310273170471191406e-01,-5.469116568565368652e-02,5.827332139015197754e-01,7.956609129905700684e-01,-2.338526725769042969e+00,5.293403267860412598e-01,-7.027014493942260742e-01,8.793286979198455811e-02
-1.816656827926635742e+00,-9.313884377479553223e-01,-1.090688943862915039e+00,7.045999169349670410e-03,1.249624609947204590e+00,-9.533807039260864258e-01,-2.165236175060272217e-01,-3.866396546363830566e-01,-3.054448962211608887e-01,-1.141832321882247925e-01
-1.397180914878845215e+00,-1.259647011756896973e+00,-1.271541953086853027e+00,-6.512870192527770996e-01,1.428992867469787598e+00,-2.379066795110702515e-01,-7.491384148597717285e-01,-1.091344237327575684e+00,1.585221886634826660e+00,6.319447755813598633e-01
1.925306171178817749e-01,-1.070093870162963867e+00,-7.717511653900146484e-01,-7.965951561927795410e-01,1.091987371444702148e+00,-6.237723231315612793e-01,-7.473235130310058594e-01,1.448338031768798828e+00,1.177926540374755859e+00,1.324493646621704102e+00
-2.891543507575988770e-02,-1.091202855110168457e+00,-1.599571108818054199e+00,1.096438840031623840e-01,1.516677975654602051e+00,-1.847788691520690918e-01,-1.665162146091461182e-01,1.041202545166015625e+00,-6.618692874908447266e-01,1.442193150520324707e+00
-3.897359967231750488e-01,-2.410159111022949219e+00,-1.563957631587982178e-01,-2.051251411437988281e+00,6.060043573379516602e-01,-5.268725156784057617e-01,-3.885471820831298828e-01,9.060521125793457031e-01,7.627155780792236328e-01,-7.786384224891662598e-02
-1.282372713088989258e+00,-8.669480681419372559e-01,-3.617803752422332764e-01,-1.513989269733428955e-01,1.414650201797485352e+00,-1.097957611083984375e+00,-5.801249146461486816e-01,1.446835994720458984e+00,1.045629978179931641e-01,-3.442882001399993896e-01
-5.123145580291748047e-01,-1.246987223625183105e+00,-1.363592505455017090e+00,-5.226618051528930664e-02,1.200823664665222168e+00,1.285402894020080566e+00,-6.352271437644958496e-01,2.156350135803222656e+00,3.514895439147949219e-01,3.296669125556945801e-01
-1.205417990684509277e+00,5.942448377609252930e-01,6.567310690879821777e-01,-9.289966821670532227e-01,6.594830155372619629e-01,1.765455305576324463e-01,-1.069974184036254883e+00,1.290142059326171875e+00,3.336732089519500732e-01,5.099185705184936523e-01
-1.976738870143890381e-01,-8.054655194282531738e-01,-1.545307755470275879e+00,-5.777173638343811035e-01,1.252452373504638672e+00,-1.538305997848510742e+00,-1.266447067260742188e+00,4.631971716880798340e-01,-6.643751263618469238e-01,1.197941750288009644e-01
7.925770878791809082e-01,-1.736031413078308105e+00,2.811140716075897217e-01,-1.352017641067504883e+00,1.196325182914733887e+00,-5.890592187643051147e-02,-1.245405554771423340e+00,7.088180780410766602e-01,3.979958295822143555e-01,3.847887516021728516e-01
-1.221730232238769531e+00,-1.219729334115982056e-01,-1.963009685277938843e-01,-1.292041987180709839e-01,1.026476383209228516e+00,-5.333229303359985352e-01,-4.996730685234069824e-01,7.816396951675415039e-01,-8.430157899856567383e-01,6.659140586853027344e-01
-4.189220070838928223e-01,-3.235071897506713867e-01,-5.478569269180297852e-01,4.588187932968139648e-01,6.908153891563415527e-01,9.825806021690368652e-01,-2.249561786651611328e+00,9.345208406448364258e-01,-1.670309185981750488e+00,3.283105418086051941e-02
7.568566203117370605e-01,-1.329345583915710449e+00,-7.713794708251953125e-01,5.585975050926208496e-01,8.341575264930725098e-01,1.397417068481445312e+00,-1.660280346870422363e+00,1.317584633827209473e+00,5.133742094039916992e-01,6.867517828941345215e-01
-8.879417181015014648e-01,1.254406571388244629e-01,2.516053617000579834e-02,-5.883328318595886230e-01,7.855045199394226074e-01,-8.030417561531066895e-01,-8.207792639732360840e-01,1.279590725898742676e+00,5.219669342041015625e-01,1.362319886684417725e-01
3.969261646270751953e-01,-9.112721681594848633e-01,1.877341568470001221e-01,-4.745112657546997070e-01,6.142284274101257324e-01,7.567435503005981445e-01,-1.817048192024230957e+00,1.095497727394104004e+00,2.751249969005584717e-01,2.084773778915405273e-01
-6.760033965110778809e-01,-1.020428657531738281e+00,-3.515851497650146484e-01,-3.845598995685577393e-01,1.373201608657836914e+00,-1.402227520942687988e+00,-1.070445656776428223e+00,-6.068208068609237671e-02,2.711189687252044678e-01,2.605049312114715576e-01
-1.567945718765258789e+00,-5.475627779960632324e-01,-1.695087194442749023e+00,-4.491161704063415527e-01,8.331932425498962402e-01,-5.615034699440002441e-01,-9.045464992523193359e-01,3.224003314971923828e-01,1.423619508743286133e+00,-2.422186732292175293e-02
1.465803682804107666e-01,-1.412586212158203125e+00,-2.253869473934173584e-01,-8.130592107772827148e-01,9.206706285476684570e-01,8.975660800933837891e-01,-1.213427066802978516e+00,9.051225781440734863e-01,9.966429471969604492e-01,-2.891001105308532715e-01
-6.154420375823974609e-01,-5.476335287094116211e-01,-3.347876965999603271e-01,-2.154949456453323364e-01,7.529875040054321289e-01,-7.150139212608337402e-01,-2.477147877216339111e-01,8.491165041923522949e-01,8.234708309173583984e-01,5.244934558868408203e-01
-6.012188196182250977e-01,-6.854572892189025879e-01,-9.927018284797668457e-01,-5.530776977539062500e-01,9.019725322723388672e-01,-7.057270407676696777e-01,-1.243820786476135254e+00,8.088988661766052246e-01,-4.558389186859130859e-01,6.106672883033752441e-01
-5.277662277221679688e-01,-5.482690930366516113e-01,-1.271867275238037109e+00,4.739232361316680908e-01,7.681388258934020996e-01,9.254382252693176270e-01,-1.360490798950195312e+00,2.176798820495605469e+00,3.241133093833923340e-01,4.773568212985992432e-01
-3.696284592151641846e-01,-6.913695931434631348e-01,-2.435790747404098511e-01,-3.067573010921478271e-01,1.188854455947875977e+00,-1.321974754333496094e+00,-1.204419255256652832e+00,7.467547655105590820e-01,-7.502163648605346680e-01,1.649390459060668945e-01
-3.585895597934722900e-01,-3.614660203456878662e-01,-9.138297438621520996e-01,1.349993348121643066e+00,6.952184438705444336e-01,7.263510823249816895e-01,-1.942054510116577148e+00,1.417168021202087402e+00,6.163291931152343750e-01,4.883469045162200928e-01
-5.474696755409240723e-01,-1.989403516054153442e-01,-1.234123945236206055e+00,-1.264068484306335449e-01,1.041111588478088379e+00,-9.136196374893188477e-01,-1.146373033523559570e+00,5.663451552391052246e-01,-1.846729218959808350e-01,4.553953409194946289e-01
-7.710188627243041992e-01,-3.401369452476501465e-01,-3.271130919456481934e-01,1.232552081346511841e-01,1.486239433288574219e+00,2.977028191089630127e-01,-1.326394319534301758e+00,5.565029382705688477e-01,-5.049150064587593079e-02,-4.020998775959014893e-01
6.199942231178283691e-01,-1.027318954467773438e+00,3.902685046195983887e-01,-9.542799592018127441e-01,1.723506569862365723e+00,-1.281882286071777344e+00,-5.551403164863586426e-01,1.221461668610572815e-01,-1.742863178253173828e+00,1.005758166313171387e+00
-1.215894103050231934e+00,-7.566384077072143555e-01,-6.536499261856079102e-01,-1.117054462432861328e+00,9.851317405700683594e-01,-5.261484980583190918e-01,-1.864013195037841797e+00,3.427107334136962891e-01,-9.960491061210632324e-01,7.045432925224304199e-01
-1.233626365661621094e+00,-1.139964342117309570e+00,-1.067027688026428223e+00,-9.914107322692871094e-01,1.260782957077026367e+00,-1.019313573837280273e+00,-7.083805799484252930e-01,4.656983315944671631e-01,1.461247801780700684e+00,9.495316743850708008e-01
-4.002023935317993164e-01,-9.018638730049133301e-01,-1.441914796829223633e+00,-2.477356940507888794e-01,7.683273553848266602e-01,1.611824274063110352e+00,-1.669265508651733398e+00,8.875210881233215332e-01,-5.450013279914855957e-01,-2.554313540458679199e-01
-1.048491597175598145e+00,-7.264927625656127930e-01,-6.087520718574523926e-01,-5.293504595756530762e-01,1.413268446922302246e+00,-3.987498879432678223e-01,-9.064693450927734375e-01,-8.035313487052917480e-01,5.540205240249633789e-01,-6.824376583099365234e-01
